"stand","trap","year","side","firstyeardata","trap.X","size","species","filledseeds","emptyseeds","cones","conefilledseeds","coneemptyseeds","totfilledseeds","totemptyseeds","allseeds"
"AV06",2,2018,"SW",2009,39.5,0.17008125,"TSHE",15,3,24,10,0,146.988571638555,17.6386285966266,164.627200235182
"AV06",2,2018,"SW",2009,39.5,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",2,2019,"SW",2009,39.5,0.17008125,"TSHE",191,6,18,0,3,1122.99268731856,52.9158857898798,1175.90857310844
"AV06",2,2019,"SW",2009,39.5,0.17008125,"THPL",5,0,0,0,0,29.397714327711,0,29.397714327711
"AV06",2,2019,"SW",2009,39.5,0.17008125,"PSME",6,5,0,0,0,35.2772571932532,29.397714327711,64.6749715209642
"AV06",2,2019,"SW",2009,39.5,0.17008125,"ABAM",3,1,0,0,0,17.6386285966266,5.8795428655422,23.5181714621688
"AV06",2,2020,"SW",2009,39.5,0.17008125,"PSME",1,1,0,0,0,5.8795428655422,5.8795428655422,11.7590857310844
"AV06",2,2020,"SW",2009,39.5,0.17008125,"TSHE",13,17,37,0,0,76.4340572520487,99.9522287142175,176.386285966266
"AV06",2,2021,"SW",2009,39.5,0.17008125,"PSME",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",2,2021,"SW",2009,39.5,0.17008125,"TSHE",6,2,25,2,0,47.0363429243376,11.7590857310844,58.795428655422
"AV06",2,2021,"SW",2009,39.5,0.17008125,"Alnus sp.",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",2,2022,"SW",2009,39.5,0.17008125,"THPL",7,10,0,0,0,41.1568000587954,58.795428655422,99.9522287142175
"AV06",2,2022,"SW",2009,39.5,0.17008125,"ABAM",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AV06",2,2022,"SW",2009,39.5,0.17008125,"PSME",3,3,0,0,0,17.6386285966266,17.6386285966266,35.2772571932532
"AV06",2,2022,"SW",2009,39.5,0.17008125,"TSHE",16,58,7,0,4,94.0726858486753,364.531657663617,458.604343512292
"AV06",3,2009,"SW",2009,45.1,0.17008125,"TSHE",7,2,12,0,0,41.1568000587954,11.7590857310844,52.9158857898798
"AV06",3,2010,"SW",2009,45.1,0.17008125,"ABAM",8,0,0,0,0,47.0363429243376,0,47.0363429243376
"AV06",3,2010,"SW",2009,45.1,0.17008125,"TSHE",234,15,16,0,0,1375.81303053688,88.1931429831331,1464.00617352001
"AV06",3,2010,"SW",2009,45.1,0.17008125,"THPL",9,0,0,0,0,52.9158857898798,0,52.9158857898798
"AV06",3,2011,"SW",2009,45.1,0.17008125,"THPL",2,0,0,0,0,11.7590857310844,0,11.7590857310844
"AV06",3,2011,"SW",2009,45.1,0.17008125,"TSHE",36,12,27,0,0,211.663543159519,70.5545143865065,282.218057546026
"AV06",3,2011,"SW",2009,45.1,0.17008125,"PSME",2,0,0,0,0,11.7590857310844,0,11.7590857310844
"AV06",3,2011,"SW",2009,45.1,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",3,2012,"SW",2009,45.1,0.17008125,"THPL",51,2,0,0,0,299.856686142652,11.7590857310844,311.615771873737
"AV06",3,2012,"SW",2009,45.1,0.17008125,"TSHE",11,3,9,0,0,64.6749715209642,17.6386285966266,82.3136001175909
"AV06",3,2012,"SW",2009,45.1,0.17008125,"ABAM",3,0,0,0,0,17.6386285966266,0,17.6386285966266
"AV06",3,2013,"SW",2009,45.1,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",3,2013,"SW",2009,45.1,0.17008125,"TSHE",11,8,12,2,0,76.4340572520487,47.0363429243376,123.470400176386
"AV06",3,2013,"SW",2009,45.1,0.17008125,"THPL",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",3,2014,"SW",2009,45.1,0.17008125,"PSME",7,2,0,0,0,41.1568000587954,11.7590857310844,52.9158857898798
"AV06",3,2014,"SW",2009,45.1,0.17008125,"ABAM",14,0,0,0,0,82.3136001175909,0,82.3136001175909
"AV06",3,2014,"SW",2009,45.1,0.17008125,"THPL",16,6,0,0,0,94.0726858486753,35.2772571932532,129.349943041928
"AV06",3,2014,"SW",2009,45.1,0.17008125,"CANO",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",3,2014,"SW",2009,45.1,0.17008125,"TSHE",62,57,13,8,3,411.568000587954,352.772571932532,764.340572520487
"AV06",3,2015,"SW",2009,45.1,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",3,2015,"SW",2009,45.1,0.17008125,"THPL",0,3,0,0,0,0,17.6386285966266,17.6386285966266
"AV06",3,2015,"SW",2009,45.1,0.17008125,"PSME",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",3,2015,"SW",2009,45.1,0.17008125,"TSHE",21,1,12,13,0,199.904457428435,5.8795428655422,205.784000293977
"AV06",3,2016,"SW",2009,45.1,0.17008125,"TSHE",25,70,22,17,48,246.940800352773,693.78605813398,940.726858486753
"AV06",3,2016,"SW",2009,45.1,0.17008125,"PSME",1,1,0,0,0,5.8795428655422,5.8795428655422,11.7590857310844
"AV06",3,2016,"SW",2009,45.1,0.17008125,"ABAM",2,0,0,0,0,11.7590857310844,0,11.7590857310844
"AV06",3,2017,"SW",2009,45.1,0.17008125,"TSHE",59,32,35,51,47,646.749715209643,464.483886377834,1111.23360158748
"AV06",3,2017,"SW",2009,45.1,0.17008125,"THPL",8,6,0,0,0,47.0363429243376,35.2772571932532,82.3136001175909
"AV06",3,2017,"SW",2009,45.1,0.17008125,"ABAM",20,5,0,1,0,123.470400176386,29.397714327711,152.868114504097
"AV06",3,2017,"SW",2009,45.1,0.17008125,"PSME",4,2,0,0,0,23.5181714621688,11.7590857310844,35.2772571932532
"AV06",3,2018,"SW",2009,45.1,0.17008125,"TSHE",20,2,27,0,14,117.590857310844,94.0726858486753,211.663543159519
"AV06",3,2018,"SW",2009,45.1,0.17008125,"THPL",3,0,0,0,0,17.6386285966266,0,17.6386285966266
"AV06",3,2018,"SW",2009,45.1,0.17008125,"PSME",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AV06",3,2019,"SW",2009,45.1,0.17008125,"TSHE",212,9,0,0,0,1246.46308749495,52.9158857898798,1299.37897328483
"AV06",3,2019,"SW",2009,45.1,0.17008125,"ABAM",4,4,0,0,0,23.5181714621688,23.5181714621688,47.0363429243376
"AV06",3,2019,"SW",2009,45.1,0.17008125,"PSME",4,4,0,0,0,23.5181714621688,23.5181714621688,47.0363429243376
"AV06",3,2019,"SW",2009,45.1,0.17008125,"THPL",2,1,0,0,0,11.7590857310844,5.8795428655422,17.6386285966266
"AV06",3,2020,"SW",2009,45.1,0.17008125,"TSHE",3,11,24,0,0,17.6386285966266,64.6749715209642,82.3136001175909
"AV06",3,2020,"SW",2009,45.1,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",3,2021,"SW",2009,45.1,0.17008125,"ABAM",3,0,0,0,0,17.6386285966266,0,17.6386285966266
"AV06",3,2021,"SW",2009,45.1,0.17008125,"TSHE",2,0,14,15,0,99.9522287142175,0,99.9522287142175
"AV06",3,2022,"SW",2009,45.1,0.17008125,"THPL",6,8,0,0,0,35.2772571932532,47.0363429243376,82.3136001175909
"AV06",3,2022,"SW",2009,45.1,0.17008125,"TSHE",6,33,7,0,0,35.2772571932532,194.024914562893,229.302171756146
"AV06",3,2022,"SW",2009,45.1,0.17008125,"PSME",3,6,0,0,0,17.6386285966266,35.2772571932532,52.9158857898798
"AV06",3,2022,"SW",2009,45.1,0.17008125,"ABAM",2,1,0,0,0,11.7590857310844,5.8795428655422,17.6386285966266
"AV06",4,2009,"SW",2009,45.2,0.17008125,"TSHE",2,1,2,0,0,11.7590857310844,5.8795428655422,17.6386285966266
"AV06",4,2009,"SW",2009,45.2,0.17008125,"ABAM",1,1,0,0,0,5.8795428655422,5.8795428655422,11.7590857310844
"AV06",4,2010,"SW",2009,45.2,0.17008125,"PSME",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",4,2010,"SW",2009,45.2,0.17008125,"THPL",7,0,1,0,0,41.1568000587954,0,41.1568000587954
"AV06",4,2010,"SW",2009,45.2,0.17008125,"ABAM",13,4,0,0,0,76.4340572520487,23.5181714621688,99.9522287142175
"AV06",4,2010,"SW",2009,45.2,0.17008125,"TSHE",174,20,18,0,0,1023.04045860434,117.590857310844,1140.63131591519
"AV06",4,2011,"SW",2009,45.2,0.17008125,"THPL",2,0,0,0,0,11.7590857310844,0,11.7590857310844
"AV06",4,2011,"SW",2009,45.2,0.17008125,"TSHE",16,5,25,0,0,94.0726858486753,29.397714327711,123.470400176386
"AV06",4,2011,"SW",2009,45.2,0.17008125,"PSME",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AV06",4,2011,"SW",2009,45.2,0.17008125,"ABAM",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AV06",4,2012,"SW",2009,45.2,0.17008125,"PSME",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",4,2012,"SW",2009,45.2,0.17008125,"TSHE",54,8,12,0,0,317.495314739279,47.0363429243376,364.531657663617
"AV06",4,2012,"SW",2009,45.2,0.17008125,"ABAM",9,0,0,0,0,52.9158857898798,0,52.9158857898798
"AV06",4,2012,"SW",2009,45.2,0.17008125,"THPL",7,0,0,0,0,41.1568000587954,0,41.1568000587954
"AV06",4,2013,"SW",2009,45.2,0.17008125,"ABPR",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AV06",4,2013,"SW",2009,45.2,0.17008125,"TSHE",0,0,8,0,0,0,0,0
"AV06",4,2014,"SW",2009,45.2,0.17008125,"ABAM",5,5,0,0,0,29.397714327711,29.397714327711,58.795428655422
"AV06",4,2014,"SW",2009,45.2,0.17008125,"PSME",9,0,0,0,0,52.9158857898798,0,52.9158857898798
"AV06",4,2014,"SW",2009,45.2,0.17008125,"CANO",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",4,2014,"SW",2009,45.2,0.17008125,"TSHE",54,63,4,1,3,323.374857604821,388.049829125785,711.424686730607
"AV06",4,2014,"SW",2009,45.2,0.17008125,"THPL",7,3,0,0,0,41.1568000587954,17.6386285966266,58.795428655422
"AV06",4,2015,"SW",2009,45.2,0.17008125,"THPL",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AV06",4,2015,"SW",2009,45.2,0.17008125,"PSME",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",4,2015,"SW",2009,45.2,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",4,2015,"SW",2009,45.2,0.17008125,"TSHE",21,2,6,0,0,123.470400176386,11.7590857310844,135.229485907471
"AV06",4,2016,"SW",2009,45.2,0.17008125,"PSME",1,1,0,0,0,5.8795428655422,5.8795428655422,11.7590857310844
"AV06",4,2016,"SW",2009,45.2,0.17008125,"TSHE",13,24,9,5,9,105.83177157976,194.024914562893,299.856686142652
"AV06",4,2017,"SW",2009,45.2,0.17008125,"TSHE",27,18,13,1,3,164.627200235182,123.470400176386,288.097600411568
"AV06",4,2017,"SW",2009,45.2,0.17008125,"THPL",13,8,0,0,0,76.4340572520487,47.0363429243376,123.470400176386
"AV06",4,2017,"SW",2009,45.2,0.17008125,"ABAM",28,8,0,2,2,176.386285966266,58.795428655422,235.181714621688
"AV06",4,2017,"SW",2009,45.2,0.17008125,"PSME",3,1,0,0,0,17.6386285966266,5.8795428655422,23.5181714621688
"AV06",4,2018,"SW",2009,45.2,0.17008125,"PSME",1,1,0,0,0,5.8795428655422,5.8795428655422,11.7590857310844
"AV06",4,2018,"SW",2009,45.2,0.17008125,"ABAM",0,2,0,0,0,0,11.7590857310844,11.7590857310844
"AV06",4,2018,"SW",2009,45.2,0.17008125,"TSHE",3,5,10,0,0,17.6386285966266,29.397714327711,47.0363429243376
"AV06",4,2019,"SW",2009,45.2,0.17008125,"TSHE",204,17,14,5,2,1228.82445889832,111.711314445302,1340.53577334362
"AV06",4,2019,"SW",2009,45.2,0.17008125,"ABAM",10,7,0,1,1,64.6749715209642,47.0363429243376,111.711314445302
"AV06",4,2019,"SW",2009,45.2,0.17008125,"PSME",7,1,0,0,0,41.1568000587954,5.8795428655422,47.0363429243376
"AV06",4,2019,"SW",2009,45.2,0.17008125,"THPL",6,1,0,0,0,35.2772571932532,5.8795428655422,41.1568000587954
"AV06",4,2020,"SW",2009,45.2,0.17008125,"TSHE",7,5,8,3,0,58.795428655422,29.397714327711,88.1931429831331
"AV06",4,2020,"SW",2009,45.2,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",4,2020,"SW",2009,45.2,0.17008125,"PSME",0,2,0,0,0,0,11.7590857310844,11.7590857310844
"AV06",4,2021,"SW",2009,45.2,0.130725,"Alnus sp.?",0,1,0,0,0,0,7.64964620386307,7.64964620386307
"AV06",4,2021,"SW",2009,45.2,0.130725,"TSHE",4,0,13,3,0,53.5475234270415,0,53.5475234270415
"AV06",4,2021,"SW",2009,45.2,0.130725,"ABAM",2,0,0,0,0,15.2992924077261,0,15.2992924077261
"AV06",4,2021,"SW",2009,45.2,0.130725,"THPL",1,0,0,0,0,7.64964620386307,0,7.64964620386307
"AV06",4,2022,"SW",2009,45.2,0.130725,"TSHE",17,76,12,7,32,183.591508892714,826.161790017212,1009.75329890993
"AV06",4,2022,"SW",2009,45.2,0.130725,"THPL",1,8,0,0,0,7.64964620386307,61.1971696309046,68.8468158347676
"AV06",4,2022,"SW",2009,45.2,0.130725,"PSME",4,9,0,0,0,30.5985848154523,68.8468158347676,99.4454006502199
"AV06",4,2022,"SW",2009,45.2,0.130725,"ABAM",3,0,0,0,0,22.9489386115892,0,22.9489386115892
"AV06",5,2009,"SW",2009,50.9,0.17008125,"PSME",2,2,0,0,0,11.7590857310844,11.7590857310844,23.5181714621688
"AV06",5,2009,"SW",2009,50.9,0.17008125,"ABAM",1,1,0,0,0,5.8795428655422,5.8795428655422,11.7590857310844
"AV06",5,2009,"SW",2009,50.9,0.17008125,"TSHE",3,3,0,0,0,17.6386285966266,17.6386285966266,35.2772571932532
"AV06",5,2009,"SW",2009,50.9,0.17008125,"ABPR",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AV06",5,2009,"SW",2009,50.9,0.17008125,"THPL",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",5,2010,"SW",2009,50.9,0.17008125,"ABPR",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",5,2010,"SW",2009,50.9,0.17008125,"ABGR",2,0,0,0,0,11.7590857310844,0,11.7590857310844
"AV06",5,2010,"SW",2009,50.9,0.17008125,"TSHE",117,39,0,0,0,687.906515268438,229.302171756146,917.208687024584
"AV06",5,2010,"SW",2009,50.9,0.17008125,"ABAM",13,5,0,0,0,76.4340572520487,29.397714327711,105.83177157976
"AV06",5,2010,"SW",2009,50.9,0.17008125,"THPL",5,0,0,0,0,29.397714327711,0,29.397714327711
"AV06",5,2011,"SW",2009,50.9,0.17008125,"PSME",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",5,2011,"SW",2009,50.9,0.17008125,"TSHE",16,5,1,0,0,94.0726858486753,29.397714327711,123.470400176386
"AV06",5,2011,"SW",2009,50.9,0.17008125,"ABAM",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AV06",5,2012,"SW",2009,50.9,0.17008125,"PSME",2,0,0,0,0,11.7590857310844,0,11.7590857310844
"AV06",5,2012,"SW",2009,50.9,0.17008125,"TSHE",21,4,0,0,0,123.470400176386,23.5181714621688,146.988571638555
"AV06",5,2012,"SW",2009,50.9,0.17008125,"ABAM",10,6,0,0,0,58.795428655422,35.2772571932532,94.0726858486753
"AV06",5,2012,"SW",2009,50.9,0.17008125,"THPL",9,3,0,0,0,52.9158857898798,17.6386285966266,70.5545143865065
"AV06",5,2013,"SW",2009,50.9,0.17008125,"PSME",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AV06",5,2013,"SW",2009,50.9,0.17008125,"THPL",0,3,0,0,0,0,17.6386285966266,17.6386285966266
"AV06",5,2013,"SW",2009,50.9,0.17008125,"TSHE",3,7,0,0,0,17.6386285966266,41.1568000587954,58.795428655422
"AV06",5,2014,"SW",2009,50.9,0.17008125,"PSME",9,2,0,0,0,52.9158857898798,11.7590857310844,64.6749715209642
"AV06",5,2014,"SW",2009,50.9,0.17008125,"THPL",2,8,0,0,0,11.7590857310844,47.0363429243376,58.795428655422
"AV06",5,2014,"SW",2009,50.9,0.17008125,"ABAM",6,7,0,0,0,35.2772571932532,41.1568000587954,76.4340572520487
"AV06",5,2014,"SW",2009,50.9,0.17008125,"TSHE",35,41,0,0,0,205.784000293977,241.06125748723,446.845257781208
"AV06",5,2015,"SW",2009,50.9,0.17008125,"PSME",1,4,0,0,0,5.8795428655422,23.5181714621688,29.397714327711
"AV06",5,2015,"SW",2009,50.9,0.17008125,"TSHE",8,6,0,0,0,47.0363429243376,35.2772571932532,82.3136001175909
"AV06",5,2016,"SW",2009,50.9,0.17008125,"PSME",1,2,0,0,0,5.8795428655422,11.7590857310844,17.6386285966266
"AV06",5,2016,"SW",2009,50.9,0.17008125,"ABAM",1,1,0,0,0,5.8795428655422,5.8795428655422,11.7590857310844
"AV06",5,2016,"SW",2009,50.9,0.17008125,"TSHE",4,15,0,0,0,23.5181714621688,88.1931429831331,111.711314445302
"AV06",5,2017,"SW",2009,50.9,0.17008125,"ABAM",34,14,0,1,2,205.784000293977,94.0726858486753,299.856686142652
"AV06",5,2017,"SW",2009,50.9,0.17008125,"THPL",12,12,0,0,0,70.5545143865065,70.5545143865065,141.109028773013
"AV06",5,2017,"SW",2009,50.9,0.17008125,"PSME",6,2,0,0,0,35.2772571932532,11.7590857310844,47.0363429243376
"AV06",5,2017,"SW",2009,50.9,0.17008125,"TSHE",24,22,0,0,0,141.109028773013,129.349943041928,270.458971814941
"AV06",5,2018,"SW",2009,50.9,0.17008125,"THPL",1,1,0,0,0,5.8795428655422,5.8795428655422,11.7590857310844
"AV06",5,2018,"SW",2009,50.9,0.17008125,"PSME",0,2,0,0,0,0,11.7590857310844,11.7590857310844
"AV06",5,2018,"SW",2009,50.9,0.17008125,"ABAM",7,0,0,0,0,41.1568000587954,0,41.1568000587954
"AV06",5,2018,"SW",2009,50.9,0.17008125,"TSHE",3,12,1,0,0,17.6386285966266,70.5545143865065,88.1931429831331
"AV06",5,2019,"SW",2009,50.9,0.17008125,"ABAM",13,10,0,0,0,76.4340572520487,58.795428655422,135.229485907471
"AV06",5,2019,"SW",2009,50.9,0.17008125,"TSHE",197,20,0,0,0,1158.26994451181,117.590857310844,1275.86080182266
"AV06",5,2019,"SW",2009,50.9,0.17008125,"THPL",8,4,0,0,0,47.0363429243376,23.5181714621688,70.5545143865065
"AV06",5,2019,"SW",2009,50.9,0.17008125,"PSME",5,0,0,0,0,29.397714327711,0,29.397714327711
"AV06",5,2019,"SW",2009,50.9,0.17008125,"CANO",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",5,2020,"SW",2009,50.9,0.17008125,"PSME",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AV06",5,2020,"SW",2009,50.9,0.17008125,"TSHE",10,15,0,0,0,58.795428655422,88.1931429831331,146.988571638555
"AV06",5,2020,"SW",2009,50.9,0.17008125,"ABAM",1,2,0,0,0,5.8795428655422,11.7590857310844,17.6386285966266
"AV06",5,2021,"SW",2009,50.9,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",5,2021,"SW",2009,50.9,0.17008125,"TSHE",1,0,1,0,0,5.8795428655422,0,5.8795428655422
"AV06",5,2021,"SW",2009,50.9,0.17008125,"PSME",2,0,0,0,0,11.7590857310844,0,11.7590857310844
"AV06",5,2022,"SW",2009,50.9,0.17008125,"ABAM",2,0,0,0,0,11.7590857310844,0,11.7590857310844
"AV06",5,2022,"SW",2009,50.9,0.17008125,"PSME",1,5,0,0,0,5.8795428655422,29.397714327711,35.2772571932532
"AV06",5,2022,"SW",2009,50.9,0.17008125,"TSHE",3,36,0,0,0,17.6386285966266,211.663543159519,229.302171756146
"AV06",5,2022,"SW",2009,50.9,0.17008125,"THPL",5,10,0,0,0,29.397714327711,58.795428655422,88.1931429831331
"AV06",6,2009,"SW",2009,57.5,0.17008125,"TSHE",0,2,0,0,0,0,11.7590857310844,11.7590857310844
"AV06",6,2009,"SW",2009,57.5,0.17008125,"ABAM",3,0,0,0,0,17.6386285966266,0,17.6386285966266
"AV06",6,2009,"SW",2009,57.5,0.17008125,"ABPR",2,0,0,0,0,11.7590857310844,0,11.7590857310844
"AV06",6,2009,"SW",2009,57.5,0.17008125,"THPL",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",6,2009,"SW",2009,57.5,0.17008125,"PSME",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AV06",6,2010,"SW",2009,57.5,0.17008125,"PSME",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",6,2010,"SW",2009,57.5,0.17008125,"ABAM",19,3,0,0,0,111.711314445302,17.6386285966266,129.349943041928
"AV06",6,2010,"SW",2009,57.5,0.17008125,"TSHE",41,25,0,0,0,241.06125748723,146.988571638555,388.049829125785
"AV06",6,2010,"SW",2009,57.5,0.17008125,"THPL",2,0,0,0,0,11.7590857310844,0,11.7590857310844
"AV06",6,2010,"SW",2009,57.5,0.17008125,"ABPR",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",6,2011,"SW",2009,57.5,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",6,2011,"SW",2009,57.5,0.17008125,"THPL",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",6,2011,"SW",2009,57.5,0.17008125,"TSHE",6,2,0,0,0,35.2772571932532,11.7590857310844,47.0363429243376
"AV06",6,2011,"SW",2009,57.5,0.17008125,"PSME",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",6,2012,"SW",2009,57.5,0.17008125,"TSHE",12,9,1,0,0,70.5545143865065,52.9158857898798,123.470400176386
"AV06",6,2012,"SW",2009,57.5,0.17008125,"ABAM",4,0,0,0,0,23.5181714621688,0,23.5181714621688
"AV06",6,2012,"SW",2009,57.5,0.17008125,"THPL",3,2,0,0,0,17.6386285966266,11.7590857310844,29.397714327711
"AV06",6,2013,"SW",2009,57.5,0.17008125,"ABAM",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AV06",6,2013,"SW",2009,57.5,0.17008125,"THPL",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AV06",6,2013,"SW",2009,57.5,0.17008125,"TSHE",1,1,0,0,0,5.8795428655422,5.8795428655422,11.7590857310844
"AV06",6,2014,"SW",2009,57.5,0.17008125,"TSHE",23,22,0,0,0,135.229485907471,129.349943041928,264.579428949399
"AV06",6,2014,"SW",2009,57.5,0.17008125,"THPL",6,6,0,0,0,35.2772571932532,35.2772571932532,70.5545143865065
"AV06",6,2014,"SW",2009,57.5,0.17008125,"ABAM",5,2,0,0,0,29.397714327711,11.7590857310844,41.1568000587954
"AV06",6,2014,"SW",2009,57.5,0.17008125,"PSME",6,1,0,0,0,35.2772571932532,5.8795428655422,41.1568000587954
"AV06",6,2015,"SW",2009,57.5,0.17008125,"TSHE",6,1,0,0,0,35.2772571932532,5.8795428655422,41.1568000587954
"AV06",6,2015,"SW",2009,57.5,0.17008125,"THPL",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AV06",6,2016,"SW",2009,57.5,0.17008125,"PSME",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV06",6,2016,"SW",2009,57.5,0.17008125,"TSHE",8,11,0,0,0,47.0363429243376,64.6749715209642,111.711314445302
"AV06",6,2016,"SW",2009,57.5,0.17008125,"ABAM",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AV06",6,2017,"SW",2009,57.5,0.17008125,"TSHE",17,7,1,0,0,99.9522287142175,41.1568000587954,141.109028773013
"AV06",6,2017,"SW",2009,57.5,0.17008125,"ABAM",41,21,0,1,0,246.940800352773,123.470400176386,370.411200529159
"AV06",6,2017,"SW",2009,57.5,0.17008125,"THPL",5,5,0,0,0,29.397714327711,29.397714327711,58.795428655422
"AV06",6,2017,"SW",2009,57.5,0.17008125,"PSME",6,3,0,0,0,35.2772571932532,17.6386285966266,52.9158857898798
"AV06",6,2018,"SW",2009,57.5,0.17008125,"THPL",0,0,1,0,0,0,0,0
"AV06",6,2018,"SW",2009,57.5,0.17008125,"ABAM",3,2,0,0,0,17.6386285966266,11.7590857310844,29.397714327711
"AV06",6,2018,"SW",2009,57.5,0.17008125,"TSHE",0,5,0,0,0,0,29.397714327711,29.397714327711
"AV06",6,2019,"SW",2009,57.5,0.17008125,"THPL",2,4,0,0,0,11.7590857310844,23.5181714621688,35.2772571932532
"AV06",6,2019,"SW",2009,57.5,0.17008125,"PSME",8,5,0,0,0,47.0363429243376,29.397714327711,76.4340572520487
"AV06",6,2019,"SW",2009,57.5,0.17008125,"TSHE",106,4,0,0,0,623.231543747474,23.5181714621688,646.749715209642
"AV06",6,2019,"SW",2009,57.5,0.17008125,"ABAM",9,7,0,0,0,52.9158857898798,41.1568000587954,94.0726858486753
"AV06",6,2020,"SW",2009,57.5,0.17008125,"TSHE",5,1,0,0,0,29.397714327711,5.8795428655422,35.2772571932532
"AV06",6,2020,"SW",2009,57.5,0.17008125,"ABAM",2,1,0,0,0,11.7590857310844,5.8795428655422,17.6386285966266
"AV06",6,2021,"SW",2009,57.5,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV14",1,2010,"NW",2010,45.7,0.17008125,"ABAM",15,12,0,0,0,88.1931429831331,70.5545143865065,158.74765736964
"AV14",1,2010,"NW",2010,45.7,0.17008125,"TSHE",160,106,7,0,0,940.726858486753,623.231543747474,1563.95840223423
"AV14",1,2010,"NW",2010,45.7,0.17008125,"ABPR",1,1,0,0,0,5.8795428655422,5.8795428655422,11.7590857310844
"AV14",1,2010,"NW",2010,45.7,0.17008125,"THPL",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV14",1,2010,"NW",2010,45.7,0.17008125,"PSME",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AV14",1,2011,"NW",2010,45.7,0.17008125,"TSHE",19,8,12,0,0,111.711314445302,47.0363429243376,158.74765736964
"AV14",1,2012,"NW",2010,45.7,0.17008125,"ABAM",10,0,0,0,0,58.795428655422,0,58.795428655422
"AV14",1,2012,"NW",2010,45.7,0.17008125,"TSHE",218,9,8,0,0,1281.7403446882,52.9158857898798,1334.65623047808
"AV14",1,2013,"NW",2010,45.7,0.17008125,"TSHE",18,2,3,14,0,188.145371697351,11.7590857310844,199.904457428435
"AV14",1,2014,"NW",2010,45.7,0.17008125,"TSHE",242,53,8,0,0,1422.84937346121,311.615771873737,1734.46514533495
"AV14",1,2014,"NW",2010,45.7,0.17008125,"ABAM",2,0,0,0,0,11.7590857310844,0,11.7590857310844
"AV14",1,2015,"NW",2010,45.7,0.17008125,"TSHE",26,49,8,2,11,164.627200235182,352.772571932532,517.399772167714
"AV14",1,2015,"NW",2010,45.7,0.17008125,"THPL",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AV14",1,2016,"NW",2010,45.7,0.17008125,"TSHE",116,42,8,1,2,687.906515268438,258.699886083857,946.606401352295
"AV14",1,2016,"NW",2010,45.7,0.17008125,"PSME",1,0,0,0,0,5.8795428655422,0,5.8795428655422
